./data/ferry/adapted_instances/instance-3.pddl	left over
./data/ferry/adapted_instances/instance-14.pddl	left over
./data/ferry/adapted_instances/instance-2.pddl	left over
./data/ferry/adapted_instances/instance-22.pddl	duplicate
./data/ferry/adapted_instances/instance-4.pddl	duplicate
./data/ferry/adapted_instances/instance-6.pddl	duplicate
./data/ferry/adapted_instances/instance-8.pddl	duplicate
./data/ferry/adapted_instances/instance-9.pddl	duplicate
./data/ferry/adapted_instances/instance-10.pddl	duplicate
./data/ferry/adapted_instances/instance-11.pddl	duplicate
./data/ferry/adapted_instances/instance-13.pddl	duplicate
./data/ferry/adapted_instances/instance-15.pddl	duplicate
./data/ferry/adapted_instances/instance-16.pddl	duplicate
./data/ferry/adapted_instances/instance-18.pddl	duplicate
./data/ferry/adapted_instances/instance-19.pddl	duplicate
./data/ferry/adapted_instances/instance-20.pddl	duplicate
./data/ferry/adapted_instances/instance-21.pddl	duplicate
./data/ferry/adapted_instances/instance-25.pddl	duplicate
./data/ferry/adapted_instances/instance-49.pddl	not match filter
./data/ferry/adapted_instances/instance-26.pddl	not match filter
./data/ferry/adapted_instances/instance-48.pddl	left over
./data/ferry/adapted_instances/instance-28.pddl	left over
./data/ferry/adapted_instances/instance-32.pddl	left over
./data/ferry/adapted_instances/instance-34.pddl	left over
./data/ferry/adapted_instances/instance-30.pddl	left over
./data/ferry/adapted_instances/instance-42.pddl	left over
./data/ferry/adapted_instances/instance-50.pddl	left over
./data/ferry/adapted_instances/instance-41.pddl	left over
./data/ferry/adapted_instances/instance-46.pddl	left over
